"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
751.5181@8.43 751.5181 8.43 53338.40892 121824.674 41997.63143 100331.2106 66298.06165 76191.45225 60775.88531 46816.27039 36747.5073 37640.10824 42580.56666 13979.06234 29020.36053 35164.89346 47267.45684 74045.11475 55391.03635 74173.46136 91786.47748 62138.27811 46964.58586 95537.62653 165037.7671 56206.09927 114192.3205 48927.57973 194692.9724 185223.6958 91551.93422 58857.46513 27448.32131 57504.30953 19980.44173 12702.36392 42644.57474 18980.43893 22651.63548 10838.68445 88474.58891 61356.75844 30233.08558 70748.13333 38710.03556 138155.9058 21664.37692 31563.12471 97908.65806 64818.86954 98245.6843 68181.94209 46712.08007 77528.66407 126948.6373 43459.06204 44422.83393 227058.8621 79241.26336 35418.89789 69863.30212 66131.31637 69009.58818 65048.64108 59417.63221 62278.97833 65559.23365 64268.65314 57571.74295 63462.85209 65303.00576 68177.17416 59569.58593 NA NA
751.5526@10.82 751.5526 10.82 380878.7755 593961.7105 281195.8103 301444.5694 203527.922 200029.5597 477593.4498 396527.874 437790.4305 274612.2981 524420.6406 176873.5179 462469.9807 526443.6126 453819.0894 430050.7222 393464.6946 245055.944 554966.5224 256429.4846 277738.3026 219860.3879 292339.1769 512392.7302 408893.2011 649872.4879 561810.0561 300759.2818 236064.4297 197960.7177 183432.0407 446702.5318 479733.2516 238965.2225 186316.7239 320054.236 236599.557 214545.0203 230723.6722 276963.3008 236924.2553 361727.0252 294763.5548 346954.9642 209597.5064 191632.3695 291997.6378 167136.5207 328585.0558 293264.9515 469788.3144 293777.2399 357454.158 224620.2251 428126.2496 224526.3094 425170.5554 270389.0242 150019.0015 326801.1501 363884.4483 316030.743 294885.068 340691.5933 354459.5557 335840.789 365438.1261 364893.1676 354484.2034 304454.7872 338881.7882 NA NA
753.5297@8.9 753.5297 8.9 809756.5277 1188718.428 518192.1348 740102.9186 756139.6087 874464.9294 676127.5981 583615.204 516481.2709 601514.9397 635337.5535 276986.0912 464990.6716 686354.0167 863409.8757 428148.2278 689168.3779 985151.5282 920501.1607 461083.7144 807348.2173 703343.9114 652582.9314 690972.4844 1246282.232 681286.4826 1392462.452 980503.4859 796624.3923 549083.658 527567.2622 665768.2388 395014.1287 313485.3254 479467.5894 266735.3692 399564.2846 175360.3157 870735.2377 820682.7766 633301.4363 1143089.143 601649.7453 1653022.433 273321.9306 461844.64 793619.6588 896856.36 712899.6311 677104.2143 812596.6474 739126.0407 817133.4042 529041.8183 788137.1903 826375.4082 1154848.911 563677.5042 866828.0392 676706.4791 676937.0808 673411.646 719801.0939 646667.2966 663085.6039 702198.4919 644655.6511 715772.8651 699944.0767 665372.5649 706577.6214 NA NA
753.5321@8.68 753.5321 8.68 0 0 0 101329.5731 62766.26865 849240.484 0 38575.6078 32507.73876 82134.94695 0 7066.304288 0 53086.0314 49169.59935 62761.55373 63227.74222 0 0 34825.98582 798186.542 0 46460.03052 0 0 0 0 106441.3115 0 0 45864.50228 43715.90794 35548.64485 23080.64659 68216.98287 30049.80426 14107.96137 28149.28889 49538.64867 88772.90919 69471.79374 90666.10958 69959.23885 112593.2756 0 81490.56823 140136.1152 129908.3786 84594.17345 23984.12874 143249.7965 0 79372.43845 56821.18779 76749.08696 46920.62005 0 0 30877.42025 58642.98873 0 0 69042.47602 0 0 0 0 0 55655.32165 38593.20325 57667.32629 NA NA
754.5964@9.11 754.5964 9.11 274461.9072 204417.3065 203852.7577 305663.2221 174668.5979 205500.0017 228432.0012 162987.2066 119079.0428 202105.1098 139676.9875 60500.08309 183067.7162 188262.1702 148060.4771 219333.5821 259322.5595 285030.8222 145279.5659 207570.6252 117203.5362 233573.2291 220237.3978 237793.4888 231350.6799 137349.1273 386815.4734 275750.7883 156554.7123 262069.1713 154228.6491 245128.2393 129708.0663 71937.43217 250506.6058 114636.8166 174919.8586 89865.80582 276428.8121 280818.6847 161003.0629 196495.2165 250296.9297 247721.2548 128177.9046 131932.9515 185279.9539 112688.752 147216.8913 132633.2795 256156.479 209179.8167 372900.7949 215962.1139 160313.0841 226103.7034 177750.5971 88493.35731 310038.897 181744.8003 171616.9149 181229.628 196221.5873 205113.9629 192250.4127 175751.7547 144634.2721 189704.2341 171754.1776 187640.7307 173436.7235 NA NA
755.5447@10.35 755.5447 10.35 2392824.634 1659710.821 2177409.151 2498066.769 1925845.06 1635227.25 2185411.577 1496580.371 1384480.431 2329317.131 1974464.432 1120319.893 1583587.644 1782158.008 2696246.134 2335461.91 2132824.903 2191963.446 2228424.111 2386178.791 1334623.823 2315752.522 2543026.401 3341223.216 3240047.569 1640712.433 2562374.056 3902241.24 1818616.951 1929218.033 2062125.949 2306290.415 1129667.113 1043277.586 2070175.96 1419960.78 2216452.625 2522202.03 2348188.16 2573409.556 2231204.462 2753140.141 1911391.048 2959929.564 1199619.228 1762896.354 1760944.908 1886951.681 2139883.168 1544047.647 2976118.737 2234365.389 3219361.168 989390.8858 1543038.856 2444373.764 1545301.828 1420350.145 2408428.691 2008118.626 1749998.037 1950738.595 1700470.135 2101661.876 1877998.953 1900419.997 2020142.635 1859976.21 1835297.121 1831126.438 1748470.748 NA NA
755.5458@9.24 755.5458 9.24 3217143.387 7286463.696 5420188.787 7063109.851 1845041.53 2316966.949 3270221.711 3119700.958 4675017.103 7823350.013 1955767.285 1293860.933 1781831.599 2980785.985 7952351.33 5010032.439 5673369.003 3247455.221 6730982.405 2188101.488 7072720.865 5136089.562 4353040.792 6226990.729 4603594.216 5295468.893 5949185.265 7997535.797 2202979.39 2738147.418 2269141.269 4135005.56 1502108.539 1094879.837 4273399.602 1418691.744 2360461.978 1675829.963 8954288.082 7438371.565 3350304.616 8075790.735 2907847.727 5758592.351 1156243.776 7486686.933 10016838.67 16173684.59 8072292.086 5241808.923 10074260.32 6069912.108 5858239.943 2030676.795 2880807.712 4913370.101 2178578.086 4825988.756 3589561.528 1966309.509 5190701.313 5621937.182 5386414.196 5379431.635 5151487.632 5193003.107 5263337.851 5390431.738 5490460.325 5388247.711 5187425.835 NA NA
756.6162@9.9 756.6162 9.9 1287698.878 1240014.947 1612076.399 1142914.061 1146928.884 936790.5706 1023431.276 1424539.98 1045355.454 1383628.755 1176040.882 0 937744.5251 1181783.795 987232.8176 1192367.005 1195009.532 1628036.774 1238067.753 1463308.125 1582112.154 1349917.244 1454103.411 1628943.009 1674766.451 1152721.985 1286206.823 1053971.589 1403544.051 1379279.776 1036166.457 1444710.312 833211.3639 0 1218219.969 917200.8433 1334432.19 980768.6298 1471083.068 1278195.42 1125750.504 820455.4083 2326988.721 1585958.336 1140638.265 991533.0898 1415581.591 867113.3207 924632.7963 1021213.926 1337815.265 1340239.525 1576896.503 1541661.371 858413.1774 1548388.866 1832059.731 956278.143 1917012.127 1283550.548 1315753.88 1331837.465 0 1085057.65 1194817.591 1229001.303 1072236.178 1235697.818 1317362.487 1302783.042 0 NA NA
757.5621@7.57 757.5621 7.57 47392.08007 27208.21948 35892.94659 34115.81174 43442.72959 27767.58501 36025.47554 49800.61465 66573.59122 20543.60169 47467.5062 76078.25158 41071.61602 56742.84493 47527.76055 32057.86448 51009.9647 48638.50808 52529.32065 41636.02982 27530.9182 36867.08343 36879.76158 70973.98429 22025.11192 32823.37001 54519.38468 45886.05187 65273.35361 53764.78759 42894.14792 25491.3859 37084.72917 33859.59855 50923.25359 26364.19221 30682.66939 49749.39937 44187.45463 39415.10616 33566.23178 66363.83572 47188.56125 57753.54294 43903.39159 36702.33605 49673.02077 33616.21487 38669.04305 22637.15423 34357.83424 38523.56744 57383.1418 35885.30828 35429.42025 38204.41648 32218.07049 43757.51167 43041.22686 45108.38547 34514.4345 35536.93833 37976.69053 44406.91183 32460.87545 39355.90428 46455.51306 43982.03575 46790.46913 41508.77585 42419.52296 NA NA
757.5632@8.2 757.5632 8.2 50673.68357 31594.66996 51767.8927 45795.87861 64347.20613 20686.58444 42290.52677 39526.73562 61137.48609 21319.46932 52175.07252 63277.34947 47600.00391 42904.66734 85350.0864 21478.04765 54583.45554 55833.33912 66442.49823 70862.26986 36450.59726 50242.41402 46939.44537 115394.6145 32487.73419 32714.46517 57667.56022 31423.62683 67333.77131 40919.68479 51929.32649 35713.45701 37042.14428 24664.80571 55084.17174 20727.42558 39664.46388 35633.92395 31466.21218 33231.03644 49173.48617 80190.55956 41595.69833 9051.784122 40148.46479 49152.59416 50961.67356 40524.68962 34301.78796 23397.16967 33934.93116 37679.10697 49743.802 37780.21051 40762.20342 136561.2234 158831.7258 38116.44713 12752.03905 89283.16746 106290.8312 109653.5351 88625.58054 101200.2266 82592.04419 103993.1524 143337.0222 111840.3016 81348.31062 112277.1585 85401.08602 NA NA
758.6299@10.75 758.6299 10.75 1512678.021 1879414.857 2280165.953 1542079.8 1730521.64 1057799.724 1836367.807 1546602.61 1447441.137 2078440.441 1830274.57 824852.1741 1571083.914 1508026.823 1706477.12 1806042.191 1715568.158 2142395.448 2111107.084 2223373.984 1506306.022 1814319.099 2687459.377 2678248.817 2199724.65 1766702.146 1688724.621 2077179.808 1808643.825 1661950.393 1644244.659 2188427.957 769644.9482 1036364.814 2003185.433 952953.5285 1497045.817 1135475.109 2066494.48 1855357.423 1951590.15 1373109.43 2141858.099 2097785.031 978649.3177 1485667.496 1849343.516 1044517.19 1518904.266 1077633.874 1839297.255 1772096.878 1919577.978 1185110.144 1663788.02 1785325.441 1972378.744 1123474.645 2150564.85 1704690.766 1346682.481 1612777.235 1450316.904 1706541.953 1471148.992 1624768.697 1693635.233 1518975.841 1455947.508 1475541.742 1499974.421 NA NA
759.5105@8.85 759.5105 8.85 158372.9408 156959.6101 137251.6252 148776.4402 154191.6588 150296.5723 145835.816 155050.4921 133908.4702 154993.1142 165491.9486 130628.5901 139570.0192 147781.4205 148128.5369 164057.0776 139262.4729 152432.9952 136352.733 149914.301 157749.5103 148266.9526 156722.4098 164631.7257 152968.7332 150596.9421 152616.7511 163851.8093 136111.8952 155866.9297 145776.4831 154783.405 125166.3506 128719.2579 145217.4371 160621.699 167431.5769 165450.8142 169153.2726 158516.8019 158596.1891 151532.652 150518.238 147285.3998 137770.5425 154250.9641 136888.245 139493.3877 175098.5301 156587.5304 157090.3634 147834.7349 152589.6608 150119.075 131023.9895 139887.2078 140289.2581 136372.4728 152119.3071 144611.334 149540.0602 160519.8426 144816.9261 139971.8611 162058.2373 131648.1543 142711.1905 147800.6815 150494.9811 150927.1316 151215.0815 NA NA
759.5788@10.39 759.5788 10.39 44207409.11 31050580.58 36963212.25 51593523.23 41405004 37402432.43 42376144.67 40659175.71 42171334.04 45476546.16 32423660.35 41856469.86 30506165.11 37411757.4 56515739.16 41212757.99 39967822.05 41871138.33 43101739.7 40878766.91 48254515.27 45967433.99 47356038.43 43632502.18 45947966.81 33290327.88 41039688.99 44378562.04 28035648.1 38990049.01 42029376.36 37182194.49 28820045.37 32161373.14 43742496.75 9592033.905 38140843.58 15856586.16 51295615.86 44018805.17 42906840.96 54425907.91 38235753.23 51038029.34 38973308.61 42325849.16 54709068.36 53613002.96 41535902.79 39171214.19 47446989.12 41148031.88 43439370.99 35303503.31 39140035.95 48126426.03 25666055 41813166.83 45687356.49 42022995.43 43062487.47 43426255.85 40316708.61 42791715.41 42224083.19 39872300.5 40988265.35 41729520.84 42044187.42 40739566.36 40799527.9 NA NA
760.6147@8.88 760.6147 8.88 188775.3649 194556.5167 195994.529 203368.9527 212037.5875 156772.7835 197518.9495 176124.5003 196576.821 194563.6725 205204.5372 151709.992 159289.3149 181502.0948 261261.7713 203954.5538 192265.3488 218161.6691 169466.928 209275.2575 178210.4522 174805.6585 175385.0906 259451.6259 215632.9334 186120.0856 224213.3611 197337.5279 185501.4144 184086.3951 181831.1068 176793.2549 159383.9256 141046.8547 188504.5654 197733.7101 199758.0139 184350.2793 217802.6487 187683.3244 199272.3267 180676.9457 208407.0169 193244.4572 179114.2236 205776.7736 185821.2073 175623.7128 188834.8897 176070.2246 221455.0543 189868.8673 213522.8592 164334.1899 183833.3722 270201.5991 290876.3549 156172.9264 271994.6059 239364.2648 248530.7526 211806.161 294691.4819 233575.7291 276442.6283 225056.9803 251465.0099 302493.0565 247265.5472 255971.5618 218296.6592 NA NA
763.5165@9.52 763.5165 9.52 763875.4177 356339.6342 296433.0392 944559.8468 777420.7754 360362.4331 835789.0219 1123800.497 644208.1251 685042.55 473839.3903 373541.6615 409487.4245 719487.2606 391559.1108 433072.8221 544982.3271 814687.4403 535522.9038 1311367.009 817190.1424 1469898.081 1054238.067 383738.4312 837865.4399 238959.3569 907009.5358 1036721.529 508255.4416 1394536.126 444702.1236 451881.09620000003 318664.5851 425440.6815 782255.3576 820237.6879 692949.8189 955839.5605 693045.5361 767724.6334 795017.3678 1996838.436 1058817.13 957866.769 330965.4567 354621.1492 591490.3572 673080.9742 1410626.266 406932.253 696681.7511 782500.6201 778748.8832 693200.9578 756787.5104 943778.4986 970379.5959 568929.3764 849481.1819 795221.3825 782353.1786 758714.1145 791991.349 757428.6195 743992.8648 738519.7201 771363.3149 772553.5023 752818.5996 782720.2296 759149.6148 NA NA
763.5492@9.41 763.5492 9.41 272931.7233 299020.4603 237567.5046 564607.9521 249295.441 345729.5162 482244.0768 182011.4709 323730.1436 212790.9171 218085.9939 71101.69707 176970.0893 222147.1658 354503.7954 386585.697 260130.5153 286561.2609 397608.6885 427991.3085 155946.8145 322466.2556 780147.3593 312292.8603 351168.3965 322975.0536 692270.6232 800295.0012 345436.9304 282648.5032 95098.69446 208357.1197 255700.1494 54842.61439 195104.1254 173002.0614 108290.0411 141653.5592 300220.531 149464.9616 133681.7646 330371.2128 175149.9885 352625.9238 147014.6491 135549.0497 366160.7578 259640.4923 673102.4405 360839.4303 301736.2351 485131.9512 486862.0206 184313.9245 146945.6649 996473.7257 221774.1721 148330.9843 251332.8815 274319.9561 297173.355 308120.584 271357.4221 315042.9346 285710.9867 300263.3283 300072.3006 272347.7194 265744.2534 305898.0991 276889.3074 NA NA
765.5313@8.81 765.5313 8.81 63638.63505 166674.2709 63552.60148 127294.3704 72809.96967 138132.847 94679.24599 87458.65808 82679.78993 36143.4256 82340.31598 29585.87876 72435.24363 72757.57202 79608.06363 140667.7639 95093.58749 81790.94347 102439.0111 82001.28151 69908.37796 166187.1814 262596.2866 169713.2165 140851.1407 89739.84328 259090.1199 211140.6096 126341.2712 102885.5355 97989.48343 94916.90224 44214.53023 56136.0393 80381.57941 34922.19886 67550.94073 47004.01887 122363.7179 50084.83646 42503.39723 95593.31127 47249.29764 128665.0076 69994.23549 59151.80679 73776.14239 77243.17775 135760.7621 72711.0845 113182.0455 132154.2845 141372.0501 66228.16953 62029.71043 284428.3499 104844.6002 58776.86291 125892.9402 119968.6805 90313.5457 79931.35145 82597.87922 78447.73251 19451.5881 70846.63243 64086.51858 114647.5829 110979.9255 75171.69017 93582.99039 NA NA
765.5616@9.53 765.5616 9.53 582439.3585 639159.1251 388873.4762 921104.5785 455824.5025 697546.8892 798935.2292 579129.7342 543574.4469 587539.5288 320159.5809 168568.9323 420540.4362 502650.3041 492761.6724 620010.2804 481325.8687 633075.456 899150.3393 1396627.435 297361.631 764213.5877 1222325.293 528062.6691 1227014.855 956945.4419 1068527.855 1090691.775 959586.7097 540982.7442 337924.9491 495378.5028 362364.7322 129564.4897 342674.2808 361927.9208 252043.3312 364183.1373 563950.6948 260114.795 309962.9601 571219.5904 283966.4083 605537.547 354869.4834 352439.5623 881972.3701 624323.1289 1057336.897 680389.6996 885559.332 782117.7841 738506.8132 387621.9573 392782.8304 1559390.118 555308.8931 389314.5557 459558.9237 644890.653 590371.7529 627626.4336 571335.9713 599591.444 528397.2804 557329.9559 610349.3224 597599.0213 578018.0425 592335.0148 593278.1338 NA NA
765.567@9.91 765.567 9.91 3144127.056 4621376.008 2589806.231 2521063.32 2137856.224 2692675.498 3575637.981 2467303.869 3627942.333 2355228.842 4535681.524 2247853.082 3432107.19 2733057.987 4914661.565 2806148.27 2872825.487 2965062.222 3580478.39 2493484.767 2686221.098 1845931.578 2314041.133 4166799.888 2908607.726 4534902.143 5155751.66 3486685.551 2901644.63 2136783.92 2441876.652 3347666.819 5118025.398 2171217.831 2427858.809 3415238.525 2570178.965 2515603.846 2552043.613 2278624.442 3208936.598 2366170.853 2925163.635 2985580.419 2825514.673 2076667.932 2894635.558 1912487.027 2736700.814 2966555.7 3288544.809 3879318.646 2890787.91 2435262.804 2616191.665 2108013.343 4367196.479 2599064.436 2396928.991 2976959.436 2970237.001 2995236.618 2888287.399 2954031.54 2729814.956 2893476.175 2916606.801 2984663.945 2904622.49 2913351.096 2918815.755 NA NA
767.5479@9.27 767.5479 9.27 633435.4288 947257.6169 535149.7659 551057.2994 382141.2927 590465.3384 872323.9909 713380.671 459423.0081 510049.9778 862538.3197 160496.2468 540876.3371 447622.6588 305410.0453 635804.579 990756.1275 617780.6079 562331.366 377548.3833 377241.1002 680359.3762 838530.1554 669257.8007 768366.1858 502807.0427 1428563.704 656248.2485 529818.4244 612818.3486 658070.3996 636195.5175 516735.2725 271050.5031 697212.7239 276377.9009 332060.8912 144930.1075 735039.7231 508901.846 477016.602 508377.5273 432384.5474 984815.5291 206055.7813 465296.2888 471515.5051 315505.5182 409767.826 447247.4947 800350.3382 682121.0722 699116.2541 402306.4406 679941.5822 738767.166 1043307.766 278703.8996 669546.8326 527824.9309 462559.2594 539964.9398 513562.2986 545361.2235 522101.3896 436238.2796 544707.0854 478011.7015 502832.1811 518725.8204 492437.3121 NA NA
767.5826@10.31 767.5826 10.31 1460612.65 1372481.585 1010000.034 1049556.149 958474.101 839291.1879 849917.938 874813.9855 1145779.346 1239298.321 1405573.24 764306.9554 855547.9915 1195584.187 1973933.57 666034.4001 1010191.705 1290037.537 1270044.249 1096059.251 1086033.381 569767.7345 908444.8302 1901647.901 1352967.811 1843209.348 1745797.222 1324585.204 1002029.514 1182934.286 1123783.777 1085636.332 879608.8446 601454.1027 899284.2295 861972.9314 836290.4193 1073557.606 1417215.112 1049418.28 1283988.717 981969.0411 973589.693 1002982.799 906370.1218 1051103.076 1273286.872 858098.3708 334071.8408 1037006.141 933382.5723 472315.7577 1090789.72 702442.7892 980765.8983 1008098.883 967904.4255 1007168.382 1097961.567 1072935.185 460976.9182 1208591.169 1211257.135 748798.6363 1044874.911 986220.6875 1067387.023 1075553.573 1173868.84 1213523.899 1119016.313 NA NA
767.5833@10.04 767.5833 10.04 5706314.831 7312046.753 4633246.253 5445449.205 4378834.65 4931410.7 7365233.098 5876199.05 5299836.621 5648618.912 5644956.599 4735940.143 6522826.896 6138326.587 6047334.206 3473703.267 5694299.049 6011849.669 6354149.796 6232824.237 4831606.053 3390093.833 3620394.363 6752186.585 5317497.832 11203554.15 7065541.117 4993670.674 5648213.971 3534049.689 6197866.998 6189166.809 6532916.916 4281607.767 4049666.653 5713765.387 5774417.957 5193253.267 4896115.598 3489434.515 6034630.829 4715959.746 4060606.836 5496110.496 5484578.209 4828154.524 6162809.71 4544847.468 4663452.898 5293960.227 6656076.559 4355470.22 5533837.803 3848341.17 6582112.064 4189579.817 5504370.076 4885876.027 3468323.588 5359062.232 5335447.581 5345859.781 5281125.395 5346163.798 5306198.568 5115848.86 5238142.908 5039190.265 5226647.944 5315255.046 5333302.798 NA NA
768.4951@8.45 768.4951 8.45 41222.86364 41789.75068 43522.14271 47930.13982 26316.4081 36165.27366 55437.78473 30425.07264 21359.17904 32281.85578 46918.68071 16776.26473 44919.01917 30050.83329 34534.43173 51493.39561 44737.92128 36352.77172 36642.64519 33901.90313 33011.54678 34457.14103 37994.12494 57503.69695 47225.5395 32693.79079 47928.23209 54078.66455 36106.95307 38801.67406 34324.10356 44606.55075 21882.47711 29619.57665 44130.42784 27981.35181 43025.34473 23639.62249 47978.01393 41484.61324 37358.27857 24671.21417 33787.96692 34976.45146 34028.88312 31612.90214 34118.70598 21344.74443 30370.60956 28638.50794 47393.72757 48885.47853 48896.97815 28614.24674 30581.4602 39242.06364 28909.70153 17978.27509 42314.59261 34015.16248 36702.23524 36266.65368 38699.25966 34944.83846 34646.57088 30640.44043 33081.20247 30741.79273 34841.28291 33699.19142 35010.3809 NA NA
771.4815@8.07 771.4815 8.07 124019.452 124471.1471 123578.9034 141402.3728 94262.18941 115685.9109 147635.4227 88383.69492 79098.7159 89357.66815 120192.251 42157.07945 114132.9805 90463.71076 140649.5238 138146.7906 119361.2486 116736.363 113415.3056 117278.9126 101209.7454 106818.2596 108158.629 157245.4014 129458.9695 86409.59935 149888.0161 182311.1116 118507.8959 106301.2057 86430.79616 116879.8089 49362.89371 95658.14505 126267.8644 74788.68835 94500.55915 55032.21707 143546.7018 104085.5238 109963.2361 84228.78353 107952.055 115633.3665 93408.68994 92040.11863 119260.4617 87740.35806 89814.1564 81589.80229 131519.4027 110265.9634 149277.2869 92240.65832 94795.67673 124567.1755 91464.37321 60156.19165 140426.5656 99367.16187 107789.815 99190.32296 99954.8074 97204.36317 96108.66356 100729.9732 96398.26999 107455.3617 103408.7445 101962.0366 99600.8664 NA NA
771.543@8.91 771.543 8.91 63899.61048 44067.59995 63199.09954 71067.39469 76166.21998 63599.52453 52180.75788 85734.65772 82303.14277 71515.06736 41907.39607 30903.10896 35793.35643 49560.12481 108726.6826 31937.28188 49640.12484 34949.73536 48089.89277 73187.15404 54306.16109 35985.60245 45816.42573 36169.68795 56385.777650000004 39385.81381 51710.50078 0 24170.87656 39802.25147 73912.17013 51731.94736 33967.6254 43721.54603 97768.45574 66758.26166 77328.72371 69139.27229 74857.80659 0 87831.53645 84587.39182 25691.86085 76421.86245 46280.83318 50571.61464 58431.29186 90170.91938 19319.94828 12677.76086 61229.12955 44783.09172 43447.72259 37281.72712 57120.55527 42876.52691 20975.10207 45732.82997 116510.491 48939.21091 41593.90196 61373.50407 43650.96363 30434.54659 38323.49374 25021.87804 27953.04794 39643.09459 43946.11718 23829.84071 46347.30634 NA NA
771.5787@10.21 771.5787 10.21 3662432.96 2157717.992 3056772.038 3946762.366 2024289.433 2188106.587 4328404.515 1752185.99 1857533.734 3002822.376 2659435.328 1523154.195 2951791.925 2490125.69 1448598.816 2216934.244 3808501.026 3196306.317 2349755.775 2008882.336 2219918.67 2980558.21 3647116.073 3399498.823 3872225.337 2001277.689 3613067.343 2373318.425 2182323.981 3234845.663 2767216.3 2640539.723 1758946.713 1078121.934 2540621.236 1836644.629 2934523.46 1476573.852 3578221.869 3230818.099 2661606.837 2313023.764 2091123.923 2614654.663 1743325.858 3029448.583 1697928.741 1444340.427 2658035.281 2426746.31 3309012.948 2750363.736 2220641.718 1922466.113 2760904.509 2693748.224 2426277.631 1527542.911 2957982.065 2519225.968 2497768.914 2566602.533 2579565.823 2543176.067 2471693.934 2469819.086 2503293.633 2540212.558 2496750.915 2580580.656 2542066.885 NA NA
772.6432@7.58 772.6432 7.58 49791.62736 22722.7387 26503.79106 33884.98524 66740.29638 16191.32991 20122.16226 11648.71004 73355.67799 11636.72638 27763.67879 36097.38891 29944.24368 23763.26828 39567.27027 33851.35466 16279.14746 37387.54556 19892.8807 28966.82977 39403.96616 59582.94113 19542.63271 71835.96891 19243.95489 22105.75417 24676.093 19046.35563 80369.46672 56900.05502 27863.73528 35044.83315 18190.76744 23681.64959 56223.89272 13928.4665 31308.43415 37722.5569 22840.20076 39000.63775 21128.45178 31647.08329 33264.62248 32966.52992 17934.18003 27861.04333 43217.49707 21852.85007 46681.76271 15134.00381 21943.25989 18646.07809 47522.97719 40843.37644 22222.19275 36288.08144 18895.21521 17672.73389 35145.23609 38281.90347 12694.72913 29538.0837 29560.46539 29998.02809 11307.69871 18876.13793 37641.37868 27489.60253 28771.34924 15164.89145 20749.4117 NA NA
773.4798@8.07 773.4798 8.07 70748.69272 74938.84665 66990.24823 62664.51748 56846.08585 62808.49054 79894.53548 53538.71926 45274.64831 51132.96929 73451.77907 19865.59813 71126.71004 47110.24591 75071.54985 81379.06622 70857.23978 67521.02521 60556.96535 62234.10618 60682.29749 59325.89589 54297.04133 89333.00239 76230.12243 54458.29032 75774.81474 108076.8609 59156.79991 72393.76095 57504.33306 69145.75405 26176.88169 49974.34711 64516.24156 40950.16368 41788.47294 38469.85436 80627.28474 69686.85694 61006.2288 49187.75383 59517.44673 47362.1986 44964.47491 54977.16265 63970.22135 52313.87154 51853.27073 54218.19139 71628.58897 60267.04019 62005.7014 46616.81804 60526.39713 69281.5225 46444.54677 27444.99188 79449.74768 62611.82453 62713.549 46464.25925 60065.32403 63834.84686 46882.63928 58946.54034 52295.24528 50426.98921 61334.58936 61728.21025 61247.36951 NA NA
773.5544@8.92 773.5544 8.92 272507.4723 252451.4181 255060.1368 379848.8165 233863.1804 205434.0672 290722.9914 173598.7466 203473.9575 233884.965 229147.7477 210121.5346 259565.1504 245367.8068 366757.788 193469.3021 277018.0211 249503.9066 244188.1338 296592.962 205832.416 223669.1759 206020.6111 339534.4993 383206.7601 266365.2179 294820.073 276665.1366 232036.9083 186895.0883 159329.4458 157032.0174 145606.4168 127931.7468 267652.1553 174641.038 265249.5177 197918.7063 226800.7459 261989.4501 253247.4924 279712.7472 195426.0206 332453.634 163417.0082 187999.5317 244942.4793 225570.033 259890.3177 229199.3269 245510.6319 199853.4673 308234.4651 128546.9269 198893.9471 204602.1613 205264.1706 154002.423 183329.06 219628.7012 156658.1002 212129.9774 141181.0552 188792.5709 181756.9339 166821.8834 215381.141 177892.7921 207078.7477 224042.6401 209025.3844 NA NA
773.5927@10.91 773.5927 10.91 410538.1615 303373.7725 364829.4528 771648.8496 301852.5706 479067.2282 694936.9292 259483.4877 303756.4581 443250.3703 370435.1989 172752.7668 303217.3197 362033.9206 360703.4365 440616.2735 596532.9388 545861.9149 489207.2901 367801.1925 403322.8482 675425.8458 665437.984 551673.6916 634562.0421 325925.1625 705998.2389 487474.7295 353950.2112 394204.4313 465569.4478 418904.4342 248847.5104 179066.978 481647.4911 215890.9036 217493.0334 240312.3087 595297.3795 518591.1752 485537.3259 325024.5492 396117.442 532168.1882 278105.2059 399344.6399 355722.601 263035.1348 326661.9528 234453.9808 640126.688 627276.8844 503449.7141 304959.6626 436070.3316 495784.258 350948.162 228093.2982 526725.8899 426351.2932 402104.6334 422917.6748 411022.4104 384859.5522 445842.1394 417117.0365 429482.0023 448097.6131 364161.0056 444078.7048 397236.1409 NA NA
